,date,isin,nav,name
LU0706698544,2020-08-10,LU0706698544,10.77,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-11,LU0706698544,10.8,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-12,LU0706698544,10.77,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-13,LU0706698544,10.74,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-14,LU0706698544,10.71,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-17,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-18,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-19,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-20,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-21,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-24,LU0706698544,10.69,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-25,LU0706698544,10.72,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-26,LU0706698544,10.74,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-27,LU0706698544,10.75,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-28,LU0706698544,10.75,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-08-31,LU0706698544,10.3,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-01,LU0706698544,10.31,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-02,LU0706698544,10.32,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-03,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-04,LU0706698544,10.32,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-07,LU0706698544,10.28,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-08,LU0706698544,10.28,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-09,LU0706698544,10.25,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-10,LU0706698544,10.27,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-11,LU0706698544,10.26,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-14,LU0706698544,10.26,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-15,LU0706698544,10.27,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-16,LU0706698544,10.27,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-17,LU0706698544,10.29,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-18,LU0706698544,10.28,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-21,LU0706698544,10.26,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-22,LU0706698544,10.19,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-23,LU0706698544,10.18,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-24,LU0706698544,10.15,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-25,LU0706698544,10.07,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-28,LU0706698544,10.1,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-29,LU0706698544,10.13,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-09-30,LU0706698544,10.15,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-01,LU0706698544,10.19,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-02,LU0706698544,10.2,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-05,LU0706698544,10.21,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-06,LU0706698544,10.25,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-07,LU0706698544,10.29,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-08,LU0706698544,10.3,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-09,LU0706698544,10.32,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-12,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-13,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-14,LU0706698544,10.35,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-15,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-16,LU0706698544,10.31,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-19,LU0706698544,10.36,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-20,LU0706698544,10.35,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-21,LU0706698544,10.35,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-22,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-23,LU0706698544,10.34,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-26,LU0706698544,10.35,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-27,LU0706698544,10.31,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-28,LU0706698544,10.3,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-29,LU0706698544,10.23,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-10-30,LU0706698544,10.23,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-02,LU0706698544,10.23,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-03,LU0706698544,10.26,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-04,LU0706698544,10.29,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-05,LU0706698544,10.39,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-06,LU0706698544,10.46,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-09,LU0706698544,10.46,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-10,LU0706698544,10.57,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-11,LU0706698544,10.53,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-12,LU0706698544,10.53,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-13,LU0706698544,10.48,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-16,LU0706698544,10.49,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-17,LU0706698544,10.52,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-18,LU0706698544,10.53,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-19,LU0706698544,10.55,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-20,LU0706698544,10.54,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-23,LU0706698544,10.54,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-24,LU0706698544,10.56,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-25,LU0706698544,10.59,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-26,LU0706698544,10.59,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-27,LU0706698544,10.59,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-11-30,LU0706698544,10.59,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-01,LU0706698544,10.6,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-02,LU0706698544,10.62,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-03,LU0706698544,10.63,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-04,LU0706698544,10.66,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-07,LU0706698544,10.67,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-08,LU0706698544,10.68,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-09,LU0706698544,10.69,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0706698544,2020-12-10,LU0706698544,10.67,"BGF USD HIGH YLD BD ""A4R"" (GBPHGD) D    "
LU0757966410,2020-01-03,LU0757966410,143.061,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-06,LU0757966410,140.8877,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-07,LU0757966410,141.2624,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-08,LU0757966410,140.8614,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-09,LU0757966410,143.4061,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-10,LU0757966410,143.5556,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-13,LU0757966410,144.6648,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-14,LU0757966410,145.6234,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-15,LU0757966410,145.2138,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-16,LU0757966410,145.2179,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-17,LU0757966410,145.8418,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-20,LU0757966410,145.722,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-21,LU0757966410,143.2705,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-22,LU0757966410,143.3704,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-23,LU0757966410,142.0411,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-24,LU0757966410,142.6277,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-28,LU0757966410,139.6118,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-29,LU0757966410,139.9166,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-30,LU0757966410,135.5322,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-01-31,LU0757966410,133.7157,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-03,LU0757966410,134.3068,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-04,LU0757966410,136.7552,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-05,LU0757966410,138.7321,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-06,LU0757966410,139.5368,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-07,LU0757966410,138.2506,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-10,LU0757966410,137.7053,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-11,LU0757966410,138.9762,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-12,LU0757966410,140.2467,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-13,LU0757966410,139.3288,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-14,LU0757966410,139.3755,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-17,LU0757966410,139.6126,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-18,LU0757966410,137.7349,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-19,LU0757966410,139.3916,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-20,LU0757966410,139.189,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-21,LU0757966410,137.4883,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-24,LU0757966410,133.5735,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-25,LU0757966410,133.4362,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-26,LU0757966410,132.5617,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-27,LU0757966410,131.7279,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-02-28,LU0757966410,127.7858,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-02,LU0757966410,129.655,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-03,LU0757966410,131.4144,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-04,LU0757966410,132.6617,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-05,LU0757966410,131.1491,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-06,LU0757966410,127.5148,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-09,LU0757966410,119.6447,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-10,LU0757966410,121.8076,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-11,LU0757966410,121.1114,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-12,LU0757966410,114.9321,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-13,LU0757966410,116.3694,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-16,LU0757966410,109.0487,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-17,LU0757966410,109.3476,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-18,LU0757966410,109.0893,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-19,LU0757966410,106.1739,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-20,LU0757966410,109.3443,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-23,LU0757966410,106.7555,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-24,LU0757966410,110.2064,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-25,LU0757966410,112.727,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)"
LU0757966410,2020-03-26,LU0757966410,115.7241,"2SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-03-27,LU0757966410,110.1841,"8SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-03-30,LU0757966410,109.2971,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-03-31,LU0757966410,110.5571,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-01,LU0757966410,109.0992,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-02,LU0757966410,109.1872,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-03,LU0757966410,110.9042,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-06,LU0757966410,112.6219,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-07,LU0757966410,117.1657,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-08,LU0757966410,115.7771,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-09,LU0757966410,116.5925,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-14,LU0757966410,116.5362,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-15,LU0757966410,116.1835,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-16,LU0757966410,115.317,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-17,LU0757966410,117.4344,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-20,LU0757966410,117.1698,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-21,LU0757966410,115.7271,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-22,LU0757966410,116.9903,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-23,LU0757966410,118.2909,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-24,LU0757966410,117.6909,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-27,LU0757966410,117.9365,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-28,LU0757966410,119.0074,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-29,LU0757966410,120.9637,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-04-30,LU0757966410,121.0952,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-04,LU0757966410,117.9734,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-05,LU0757966410,119.1139,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-06,LU0757966410,119.4462,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-07,LU0757966410,120.408,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-08,LU0757966410,121.0489,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-11,LU0757966410,121.8168,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-12,LU0757966410,121.7685,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-13,LU0757966410,122.0991,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-14,LU0757966410,120.377,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-15,LU0757966410,120.8457,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-18,LU0757966410,122.922,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-19,LU0757966410,123.2297,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-20,LU0757966410,123.9276,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-21,LU0757966410,124.6537,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-22,LU0757966410,123.0316,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-25,LU0757966410,123.6538,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-26,LU0757966410,123.8417,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-27,LU0757966410,124.6339,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-28,LU0757966410,124.8521,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-05-29,LU0757966410,124.0038,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-01,LU0757966410,125.5142,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-02,LU0757966410,126.1255,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-03,LU0757966410,127.8887,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-04,LU0757966410,128.8377,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-05,LU0757966410,129.5345,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-08,LU0757966410,130.3027,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-09,LU0757966410,129.9299,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-10,LU0757966410,129.1541,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-11,LU0757966410,127.6538,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-12,LU0757966410,127.4056,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-15,LU0757966410,125.3323,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-16,LU0757966410,127.9175,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-17,LU0757966410,128.2875,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-18,LU0757966410,129.3654,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-19,LU0757966410,130.8775,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-25,LU0757966410,128.9634,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-26,LU0757966410,130.2235,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-29,LU0757966410,129.9402,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-06-30,LU0757966410,130.3746,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-01,LU0757966410,130.0498,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-02,LU0757966410,132.1101,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-03,LU0757966410,132.3667,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-06,LU0757966410,134.9772,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-07,LU0757966410,134.1818,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-08,LU0757966410,134.8267,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-09,LU0757966410,134.9956,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-10,LU0757966410,133.4452,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-13,LU0757966410,135.3759,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-14,LU0757966410,134.4838,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-15,LU0757966410,135.361,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-17,LU0757966410,134.6676,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-20,LU0757966410,134.7101,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-21,LU0757966410,134.8335,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-22,LU0757966410,134.8195,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-23,LU0757966410,135.1996,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-24,LU0757966410,132.3407,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-27,LU0757966410,133.19,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-28,LU0757966410,133.5614,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-29,LU0757966410,132.9419,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-30,LU0757966410,131.8509,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-07-31,LU0757966410,130.9545,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-03,LU0757966410,132.1471,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-04,LU0757966410,132.6364,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-05,LU0757966410,133.3645,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-06,LU0757966410,133.5077,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-07,LU0757966410,133.7153,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-10,LU0757966410,133.6345,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-11,LU0757966410,133.8002,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
LU0757966410,2020-08-12,LU0757966410,134.4303,"SCHRODER ISF QEP GLB EMS ""A"" (GBP)      "
