,date,isin,nav,name
GB0000154681,2020-01-03,GB0000154681,4.985,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-06,GB0000154681,4.974,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-07,GB0000154681,4.967,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-08,GB0000154681,4.957,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-09,GB0000154681,4.941,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-10,GB0000154681,4.938,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-13,GB0000154681,4.963,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-14,GB0000154681,4.962,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-15,GB0000154681,5.013,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-16,GB0000154681,5.02,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-17,GB0000154681,5.019,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-20,GB0000154681,5.003,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-21,GB0000154681,4.999,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-22,GB0000154681,5.019,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-23,GB0000154681,5.034,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-24,GB0000154681,5.054,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-27,GB0000154681,5.092,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-28,GB0000154681,5.098,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-29,GB0000154681,5.078,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-30,GB0000154681,5.102,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-01-31,GB0000154681,5.089,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-03,GB0000154681,5.084,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-04,GB0000154681,5.064,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-05,GB0000154681,5.037,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-06,GB0000154681,5.037,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-07,GB0000154681,5.054,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-10,GB0000154681,5.059,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-11,GB0000154681,5.055,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-12,GB0000154681,5.064,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-13,GB0000154681,5.056,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-14,GB0000154681,5.046,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-17,GB0000154681,5.043,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-18,GB0000154681,5.046,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-19,GB0000154681,5.053,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-20,GB0000154681,5.067,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-21,GB0000154681,5.077,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-25,GB0000154681,5.118,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-26,GB0000154681,5.136,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-27,GB0000154681,5.136,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-02-28,GB0000154681,5.159,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-02,GB0000154681,5.172,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-03,GB0000154681,5.154,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-04,GB0000154681,5.19,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-05,GB0000154681,5.183,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-06,GB0000154681,5.29,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-09,GB0000154681,5.5,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-10,GB0000154681,5.34,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-11,GB0000154681,5.312,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-12,GB0000154681,5.369,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-13,GB0000154681,5.209,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-16,GB0000154681,5.213,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-20,GB0000154681,5.137,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-23,GB0000154681,5.211,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-24,GB0000154681,5.257,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-25,GB0000154681,5.224,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-26,GB0000154681,5.235,"HSBC GILT & FIXED INTEREST ""R"""
GB0000154681,2020-03-27,GB0000154681,5.227,"8HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-03-30,GB0000154681,5.294,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-03-31,GB0000154681,5.237,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-01,GB0000154681,5.28,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-02,GB0000154681,5.259,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-03,GB0000154681,5.251,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-06,GB0000154681,5.232,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-07,GB0000154681,5.232,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-08,GB0000154681,5.234,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-09,GB0000154681,5.294,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-14,GB0000154681,5.317,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-15,GB0000154681,5.305,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-16,GB0000154681,5.304,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-17,GB0000154681,5.308,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-20,GB0000154681,5.293,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-21,GB0000154681,5.313,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-22,GB0000154681,5.327,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-23,GB0000154681,5.338,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-24,GB0000154681,5.343,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-27,GB0000154681,5.328,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-28,GB0000154681,5.331,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-29,GB0000154681,5.35,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-04-30,GB0000154681,5.365,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-01,GB0000154681,5.354,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-04,GB0000154681,5.359,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-05,GB0000154681,5.371,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-06,GB0000154681,5.368,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-07,GB0000154681,5.349,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-11,GB0000154681,5.359,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-12,GB0000154681,5.342,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-13,GB0000154681,5.367,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-14,GB0000154681,5.365,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-15,GB0000154681,5.364,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-18,GB0000154681,5.354,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-19,GB0000154681,5.311,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-20,GB0000154681,5.345,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-21,GB0000154681,5.368,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-22,GB0000154681,5.376,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-26,GB0000154681,5.362,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-27,GB0000154681,5.34,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-28,GB0000154681,5.351,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-05-29,GB0000154681,5.355,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-01,GB0000154681,5.358,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-02,GB0000154681,5.344,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-03,GB0000154681,5.316,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-04,GB0000154681,5.291,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-05,GB0000154681,5.252,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-08,GB0000154681,5.251,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-09,GB0000154681,5.253,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-10,GB0000154681,5.284,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-11,GB0000154681,5.341,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-12,GB0000154681,5.343,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-15,GB0000154681,5.356,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-16,GB0000154681,5.334,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-17,GB0000154681,5.331,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-18,GB0000154681,5.383,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-19,GB0000154681,5.282,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-22,GB0000154681,5.29,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-25,GB0000154681,5.365,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-26,GB0000154681,5.339,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-29,GB0000154681,5.348,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-06-30,GB0000154681,5.348,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-01,GB0000154681,5.306,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-02,GB0000154681,5.32,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-03,GB0000154681,5.326,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-06,GB0000154681,5.322,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-07,GB0000154681,5.325,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-08,GB0000154681,5.344,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-09,GB0000154681,5.338,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-10,GB0000154681,5.346,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-13,GB0000154681,5.33,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-14,GB0000154681,5.337,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-15,GB0000154681,5.313,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-17,GB0000154681,5.318,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-20,GB0000154681,5.313,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-21,GB0000154681,5.317,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-22,GB0000154681,5.34,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-23,GB0000154681,5.352,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-24,GB0000154681,5.336,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-27,GB0000154681,5.349,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-28,GB0000154681,5.344,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-29,GB0000154681,5.343,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-30,GB0000154681,5.36,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-07-31,GB0000154681,5.366,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-03,GB0000154681,5.352,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-04,GB0000154681,5.358,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-05,GB0000154681,5.349,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-06,GB0000154681,5.352,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-07,GB0000154681,5.336,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-10,GB0000154681,5.334,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-11,GB0000154681,5.298,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-12,GB0000154681,5.26,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-13,GB0000154681,5.266,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-14,GB0000154681,5.24,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-17,GB0000154681,5.248,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-18,GB0000154681,5.265,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-19,GB0000154681,5.274,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-20,GB0000154681,5.237,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-21,GB0000154681,5.253,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-24,GB0000154681,5.257,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-25,GB0000154681,5.229,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-26,GB0000154681,5.208,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-27,GB0000154681,5.211,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-08-28,GB0000154681,5.175,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-01,GB0000154681,5.179,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-02,GB0000154681,5.222,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-03,GB0000154681,5.239,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-04,GB0000154681,5.241,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-07,GB0000154681,5.239,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-08,GB0000154681,5.269,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-09,GB0000154681,5.287,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-10,GB0000154681,5.24,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-11,GB0000154681,5.259,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-14,GB0000154681,5.29,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-15,GB0000154681,5.27,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-16,GB0000154681,5.282,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-17,GB0000154681,5.268,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-18,GB0000154681,5.292,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-21,GB0000154681,5.304,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-22,GB0000154681,5.289,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-23,GB0000154681,5.28,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-24,GB0000154681,5.27,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-25,GB0000154681,5.29,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-28,GB0000154681,5.275,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-29,GB0000154681,5.296,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-09-30,GB0000154681,5.296,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-01,GB0000154681,5.254,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-02,GB0000154681,5.252,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-05,GB0000154681,5.231,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-06,GB0000154681,5.214,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-07,GB0000154681,5.202,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-08,GB0000154681,5.207,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-09,GB0000154681,5.226,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-12,GB0000154681,5.216,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-13,GB0000154681,5.226,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-14,GB0000154681,5.273,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-15,GB0000154681,5.303,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-16,GB0000154681,5.312,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-19,GB0000154681,5.28,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-20,GB0000154681,5.295,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-21,GB0000154681,5.262,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-22,GB0000154681,5.218,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-23,GB0000154681,5.2,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-26,GB0000154681,5.218,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-27,GB0000154681,5.222,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-28,GB0000154681,5.269,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-29,GB0000154681,5.282,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-10-30,GB0000154681,5.262,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-02,GB0000154681,5.25,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-03,GB0000154681,5.238,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-04,GB0000154681,5.251,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-05,GB0000154681,5.266,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-06,GB0000154681,5.244,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-09,GB0000154681,5.184,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-10,GB0000154681,5.14,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-11,GB0000154681,5.115,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-12,GB0000154681,5.13,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-13,GB0000154681,5.168,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-16,GB0000154681,5.144,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-17,GB0000154681,5.167,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-18,GB0000154681,5.175,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-19,GB0000154681,5.167,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-20,GB0000154681,5.172,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-23,GB0000154681,5.179,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-24,GB0000154681,5.191,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-25,GB0000154681,5.192,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-26,GB0000154681,5.201,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-27,GB0000154681,5.21,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-11-30,GB0000154681,5.219,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-01,GB0000154681,5.21,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-02,GB0000154681,5.18,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-03,GB0000154681,5.176,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-04,GB0000154681,5.179,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-07,GB0000154681,5.2,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-08,GB0000154681,5.216,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-09,GB0000154681,5.224,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-10,GB0000154681,5.271,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000154681,2020-12-11,GB0000154681,5.296,"HSBC GILT & FIXED INTEREST ""R""          "
GB0000175165,2020-01-03,GB0000175165,3.044,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-06,GB0000175165,3.041,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-07,GB0000175165,3.037,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-08,GB0000175165,3.034,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-09,GB0000175165,3.042,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-10,GB0000175165,3.033,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-13,GB0000175165,3.046,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-14,GB0000175165,3.047,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-15,GB0000175165,3.067,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-16,GB0000175165,3.071,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-17,GB0000175165,3.074,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-20,GB0000175165,3.071,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-21,GB0000175165,3.071,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-22,GB0000175165,3.077,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-23,GB0000175165,3.084,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-24,GB0000175165,3.091,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-27,GB0000175165,3.104,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-28,GB0000175165,3.101,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-29,GB0000175165,3.095,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-30,GB0000175165,3.104,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-01-31,GB0000175165,3.097,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-03,GB0000175165,3.094,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-04,GB0000175165,3.089,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-05,GB0000175165,3.081,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-06,GB0000175165,3.083,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-07,GB0000175165,3.091,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-10,GB0000175165,3.092,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-11,GB0000175165,3.08,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-12,GB0000175165,3.093,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-13,GB0000175165,3.088,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-14,GB0000175165,3.086,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-17,GB0000175165,3.074,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-18,GB0000175165,3.088,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-19,GB0000175165,3.092,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-20,GB0000175165,3.096,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-21,GB0000175165,3.099,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-25,GB0000175165,3.101,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-26,GB0000175165,3.096,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-27,GB0000175165,3.092,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-02-28,GB0000175165,3.078,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-02,GB0000175165,3.082,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-03,GB0000175165,3.075,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-04,GB0000175165,3.092,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-05,GB0000175165,3.091,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-06,GB0000175165,3.107,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-09,GB0000175165,3.11,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-10,GB0000175165,3.043,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-11,GB0000175165,3.041,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-12,GB0000175165,3.028,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-13,GB0000175165,2.951,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-16,GB0000175165,2.915,"HSBC CORPORATE BOND ""R"""
GB0000175165,2020-03-30,GB0000175165,2.843,"HSBC CORPORATE BOND ""R""                 "
