,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,PYPL,ADBE,CSCO,AMD,INTC,NFLX,ZM,MRNA,AMAT,QCOM,ASML,AVGO,SMCI
Ticker,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,PYPL,ADBE,CSCO,AMD,INTC,NFLX,ZM,MRNA,AMAT,QCOM,ASML,AVGO,SMCI
Date,,,,,,,,,,,,,,,,,,,,
2024-01-16,182.53408813476562,386.5980529785156,141.97532653808594,153.16000366210938,56.36602020263672,366.0616455078125,219.91000366210938,58.45000076293945,597.6799926757812,49.04224395751953,158.74000549316406,46.43806076049805,481.239990234375,69.0999984741211,102.16000366210938,152.218017578125,138.39088439941406,700.8737182617188,110.01419067382812,32.63100051879883
2024-01-17,181.58975219726562,385.8056335449219,140.9590301513672,151.7100067138672,56.037113189697266,366.9682312011719,215.5500030517578,59.88999938964844,596.0999755859375,48.76111602783203,160.1699981689453,45.45127868652344,480.3299865722656,67.94999694824219,100.3499984741211,151.8319549560547,136.625732421875,706.5977783203125,108.90019226074219,31.822999954223633
2024-01-18,187.50424194335938,390.1642150878906,142.9617462158203,153.5,57.090816497802734,374.6986389160156,211.8800048828125,62.09000015258789,593.7000122070312,49.197349548339844,162.6699981689453,46.12229537963867,485.30999755859375,67.31999969482422,99.06999969482422,158.73204040527344,142.48025512695312,738.600830078125,112.8707046508789,31.143999099731445
2024-01-19,190.416748046875,394.9190673828125,145.8512725830078,155.33999633789062,59.4741325378418,381.9908142089844,212.19000244140625,65.81999969482422,611.5499877929688,49.70144271850586,174.22999572753906,47.51365661621094,482.95001220703125,69.04000091552734,99.69999694824219,166.25582885742188,149.02130126953125,751.7949829101562,119.51028442382812,42.33599853515625
2024-01-22,192.7328338623047,392.7793884277344,145.46267700195312,154.77999877929688,59.637088775634766,380.3271484375,208.8000030517578,63.7400016784668,603.5900268554688,49.99225997924805,168.17999267578125,47.582733154296875,485.7099914550781,69.58999633789062,99.69999694824219,166.61221313476562,149.91368103027344,760.5744018554688,120.42792510986328,43.624000549316406
2024-01-23,194.01515197753906,395.1468811035156,146.50889587402344,156.02000427246094,59.85603332519531,383.73419189453125,209.13999938964844,64.77999877929688,597.1799926757812,50.17644500732422,168.4199981689453,48.24387741088867,492.19000244140625,69.62999725341797,101.91999816894531,165.37477111816406,150.531494140625,772.1912231445312,121.0011978149414,45.737998962402344
2024-01-24,193.33921813964844,398.7724609375,148.16290283203125,156.8699951171875,61.3446044921875,389.2132263183594,207.8300018310547,63.02000045776367,606.47998046875,49.74021530151367,178.2899932861328,48.44123077392578,544.8699951171875,69.04000091552734,101.11000061035156,172.39366149902344,151.38465881347656,840.5623168945312,123.72056579589844,47.01900100708008
2024-01-25,193.01116943359375,401.0607604980469,151.32142639160156,157.75,61.59953689575195,391.6838073730469,182.6300048828125,60.709999084472656,622.5800170898438,50.729007720947266,180.3300018310547,48.89515686035156,562.0,67.41999816894531,102.80999755859375,170.8988037109375,151.48272705078125,862.1589965820312,121.36529541015625,47.55799865722656
2024-01-26,191.27162170410156,400.1295471191406,151.64028930664062,159.1199951171875,61.013702392578125,392.6401672363281,183.25,61.779998779296875,613.9299926757812,50.544822692871094,177.25,43.0731315612793,570.4199829101562,67.73999786376953,101.80999755859375,165.22622680664062,147.8052520751953,860.839599609375,118.88667297363281,47.415000915527344
2024-01-29,190.58572387695312,405.8651123046875,152.9555206298828,161.25999450683594,62.447296142578125,399.49395751953125,190.92999267578125,63.7599983215332,630.22998046875,50.69023895263672,177.8300018310547,43.260616302490234,575.7899780273438,68.93000030517578,104.83999633789062,166.7904052734375,146.7461395263672,875.5911865234375,120.1585464477539,49.56700134277344
2024-01-30,186.91775512695312,404.7457275390625,150.91293334960938,159.0,62.75620651245117,398.5376281738281,191.58999633789062,63.68000030517578,627.9600219726562,50.641761779785156,172.05999755859375,42.3527717590332,562.8499755859375,67.18000030517578,102.47000122070312,164.5728759765625,143.15692138671875,861.1173095703125,119.2103271484375,51.297000885009766
