,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,PYPL,ADBE,CSCO,AMD,INTC,NFLX,ZM,MRNA,AMAT,QCOM,ASML,AVGO,SMCI
Ticker,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,PYPL,ADBE,CSCO,AMD,INTC,NFLX,ZM,MRNA,AMAT,QCOM,ASML,AVGO,SMCI
Date,,,,,,,,,,,,,,,,,,,,
2024-01-31,183.29949951171875,393.83929443359375,139.59396362304688,155.1999969482422,61.50956344604492,388.6553649902344,187.2899932861328,61.349998474121094,617.780029296875,48.6447868347168,167.69000244140625,42.51066589355469,564.1099853515625,64.61000061035156,101.05000305175781,162.65232849121094,145.6379852294922,862.8930053710938,116.43174743652344,52.96099853515625
2024-02-01,185.74481201171875,399.98095703125,140.650146484375,159.27999877929688,63.00913619995117,393.2777099609375,188.86000061035156,62.02000045776367,627.9099731445312,48.6447868347168,170.47999572753906,42.78696060180664,567.510009765625,64.8499984741211,99.0199966430664,165.29556274414062,138.381103515625,883.4480590820312,118.4061508178711,58.349998474121094
2024-02-02,184.7408447265625,407.3509826660156,141.86573791503906,171.80999755859375,66.14124298095703,473.1824645996094,187.91000366210938,62.41999816894531,634.760009765625,48.6447868347168,177.66000366210938,42.03700256347656,564.6400146484375,64.2699966430664,97.5,166.493408203125,138.94989013671875,883.567138671875,120.80681610107422,57.9630012512207
2024-02-05,186.55990600585938,401.8334045410156,143.16102600097656,170.30999755859375,69.3123550415039,457.6617431640625,181.05999755859375,61.540000915527344,630.5,47.99528503417969,174.22999572753906,42.20475769042969,562.0599975585938,63.689998626708984,95.48999786376953,169.37425231933594,141.24462890625,892.9443359375,122.65788269042969,66.33499908447266
2024-02-06,188.1702423095703,401.67486572265625,143.5795135498047,169.14999389648438,68.20366668701172,452.9895935058594,185.10000610351562,63.709999084472656,607.1400146484375,48.45090866088867,167.8800048828125,42.29877853393555,555.8800048828125,63.599998474121094,100.02999877929688,167.00819396972656,141.31326293945312,899.2547607421875,120.64006805419922,68.15899658203125
2024-02-07,188.27960205078125,410.1543273925781,145.01429748535156,170.52999877929688,70.0791244506836,467.802978515625,187.5800018310547,63.2400016784668,615.8499755859375,48.24732971191406,170.94000244140625,42.33836364746094,559.2999877929688,63.880001068115234,99.30000305175781,169.18612670898438,143.06866455078125,916.4867553710938,124.03532409667969,68.36000061035156
2024-02-08,187.19610595703125,410.21380615234375,145.38296508789062,169.83999633789062,69.62125396728516,468.2114562988281,189.55999755859375,56.130001068115234,615.8599853515625,48.42182540893555,169.35000610351562,42.061256408691406,558.530029296875,63.900001525878906,93.66000366210938,172.14614868164062,145.3143768310547,917.1923828125,125.78180694580078,69.80000305175781
2024-02-09,187.9624786376953,416.5931701660156,148.46182250976562,174.4499969482422,72.11256408691406,466.3286437988281,193.57000732421875,58.90999984741211,627.2100219726562,48.596317291259766,172.47999572753906,42.86289596557617,561.3200073242188,65.69999694824219,87.41000366210938,183.97630310058594,148.079833984375,943.6864013671875,126.63826751708984,74.02899932861328
2024-02-12,186.27044677734375,411.35296630859375,146.9971160888672,172.33999633789062,72.22752380371094,467.1156311035156,188.1300048828125,60.09000015258789,611.8400268554688,48.46060562133789,171.91000366210938,43.57545852661133,557.8499755859375,64.4800033569336,89.0,183.6793212890625,150.13922119140625,923.42333984375,124.81877899169922,77.3010025024414
2024-02-13,184.17037963867188,402.4971008300781,144.61575317382812,168.63999938964844,72.10755920410156,458.3690490722656,184.02000427246094,58.2599983215332,601.8900146484375,48.12131118774414,171.5399932861328,42.71444320678711,554.52001953125,63.65999984741211,85.37000274658203,178.50177001953125,147.1383819580078,897.694580078125,123.50152587890625,79.14900207519531
2024-02-14,183.28456115722656,406.38739013671875,145.41285705566406,170.97999572753906,73.87906646728516,471.4789733886719,188.7100067138672,58.869998931884766,604.6599731445312,48.741729736328125,178.6999969482422,43.73380661010742,579.3300170898438,64.13999938964844,85.94999694824219,184.32281494140625,150.96299743652344,918.6830444335938,124.54447174072266,88.05500030517578
2024-02-15,182.99594116210938,403.4795837402344,142.2543182373047,169.8000030517578,72.63740539550781,482.18804931640625,200.4499969482422,59.70000076293945,590.4400024414062,47.55905532836914,176.75999450683594,43.595252990722656,593.4600219726562,64.04000091552734,91.13999938964844,185.778076171875,152.96351623535156,924.0494384765625,124.82569885253906,100.4000015258789
2024-02-16,181.4532012939453,400.99853515625,140.012451171875,169.50999450683594,72.59241485595703,471.51885986328125,199.9499969482422,59.13999938964844,546.6599731445312,46.95801544189453,173.8699951171875,43.060829162597656,583.9500122070312,62.119998931884766,88.37000274658203,197.56863403320312,149.73715209960938,923.155029296875,122.8927230834961,80.33200073242188
2024-02-20,180.70672607421875,399.7381591796875,140.6102752685547,167.0800018310547,69.43231201171875,469.9548034667969,193.75999450683594,58.630001068115234,541.9099731445312,46.80291748046875,165.69000244140625,44.060401916503906,575.1300048828125,61.31999969482422,86.98999786376953,187.2432098388672,149.02130126953125,903.9056396484375,121.02487182617188,78.75700378417969
2024-02-21,181.46316528320312,399.1327209472656,142.03512573242188,168.58999633789062,67.452880859375,466.74365234375,194.77000427246094,57.47999954223633,538.52001953125,46.996795654296875,164.2899932861328,43.021240234375,573.3499755859375,61.349998474121094,87.58999633789062,188.74063110351562,149.07029724121094,902.5541381835938,121.11368560791016,73.41699981689453
2024-02-22,183.50350952148438,408.531005859375,143.56954956054688,174.5800018310547,78.5157470703125,484.7939147949219,197.41000366210938,58.349998474121094,537.5700073242188,47.084041595458984,181.86000061035156,42.53630065917969,588.469970703125,62.119998931884766,99.44000244140625,198.06211853027344,151.75732421875,945.9223022460938,128.75575256347656,97.552001953125
2024-02-23,181.6622314453125,407.2309265136719,143.4400177001953,174.99000549316406,78.7946548461914,482.69970703125,191.97000122070312,59.15999984741211,553.4400024414062,47.365169525146484,176.52000427246094,42.54619598388672,583.5599975585938,63.400001525878906,96.45999908447266,195.51358032226562,151.91424560546875,927.4381713867188,127.91410064697266,86.0009994506836
2024-02-26,180.30862426757812,404.4521484375,137.07310485839844,174.72999572753906,79.06958770751953,480.41595458984375,199.39999389648438,59.33000183105469,560.47998046875,46.91924285888672,176.00999450683594,42.54619598388672,587.6500244140625,63.119998931884766,94.0199966430664,201.8502197265625,153.9932403564453,941.6889038085938,129.17312622070312,87.63400268554688
2024-02-27,181.77171325683594,404.39263916015625,138.3783721923828,173.5399932861328,78.6786880493164,485.71136474609375,199.72999572753906,60.15999984741211,552.489990234375,46.832000732421875,178.0,42.28887939453125,601.6699829101562,68.16999816894531,96.19999694824219,201.16598510742188,155.23866271972656,935.5076293945312,127.90027618408203,85.11100006103516
2024-02-28,180.56739807128906,404.63079833984375,135.8874053955078,173.16000366210938,77.6409912109375,482.689697265625,202.0399932861328,60.25,551.8200073242188,46.58964920043945,176.5399932861328,41.556522369384766,596.47998046875,69.62000274658203,97.4800033569336,195.89039611816406,153.61236572265625,933.6492309570312,127.22834014892578,81.65399932861328
2024-02-29,179.90054321289062,410.5059509277344,137.9598846435547,176.75999450683594,79.0895767211914,488.7829284667969,201.8800048828125,60.34000015258789,560.280029296875,46.89016342163086,192.52999877929688,42.60557556152344,602.9199829101562,70.7300033569336,92.23999786376953,199.9363250732422,155.52450561523438,945.75341796875,128.32061767578125,86.61199951171875
2024-03-01,178.815673828125,412.3518371582031,136.6446533203125,178.22000122070312,82.25567626953125,500.9194641113281,202.63999938964844,60.540000915527344,570.9299926757812,46.91924285888672,202.63999938964844,43.36762619018555,619.3400268554688,70.91000366210938,95.05999755859375,208.49424743652344,160.7484130859375,984.7688598632812,138.05747985839844,90.5479965209961
2024-03-04,174.27708435058594,411.7762451171875,132.86834716796875,177.5800018310547,85.21284484863281,496.82073974609375,188.13999938964844,59.97999954223633,567.9400024414062,47.626914978027344,205.36000061035156,45.1391487121582,615.8300170898438,69.70999908447266,96.0,207.74063110351562,164.1685791015625,991.8246459960938,138.3623504638672,107.43399810791016
2024-03-05,169.3205108642578,399.5992126464844,132.1907958984375,174.1199951171875,85.94366455078125,488.8726806640625,180.74000549316406,58.27000045776367,544.8400268554688,47.45241928100586,205.1300048828125,42.71444320678711,598.5,66.48999786376953,95.55999755859375,205.65814208984375,159.13194274902344,962.8065795898438,132.49044799804688,109.08300018310547
2024-03-06,168.32518005371094,399.0434265136719,130.9253692626953,173.50999450683594,88.67901611328125,494.7265319824219,176.5399932861328,58.119998931884766,543.0900268554688,47.665687561035156,210.6300048828125,44.05050277709961,597.6900024414062,66.41999816894531,98.0999984741211,210.3982391357422,165.4794921875,997.677978515625,133.20579528808594,112.47000122070312
2024-03-07,168.2057647705078,406.0400390625,133.89462280273438,176.82000732421875,92.64707946777344,510.78228759765625,178.64999389648438,58.5,556.0399780273438,47.40394973754883,211.3800048828125,45.67357635498047,608.510009765625,67.02999877929688,99.4800033569336,210.83457946777344,173.1970672607422,1040.867431640625,138.8310546875,115.97599792480469
2024-03-08,169.92764282226562,403.14215087890625,134.9208984375,175.35000610351562,87.5073013305664,504.5594787597656,175.33999633789062,59.0099983215332,551.6900024414062,47.985591888427734,207.38999938964844,43.54576873779297,604.8200073242188,67.16000366210938,103.02999877929688,203.8434295654297,168.1210174560547,988.1378173828125,129.13265991210938,114.0009994506836
2024-03-11,171.93814086914062,401.4550476074219,137.17274475097656,171.9600067138672,85.75370788574219,482.2608642578125,177.77000427246094,60.08000183105469,560.4199829101562,48.683563232421875,198.38999938964844,44.39689254760742,600.9299926757812,69.68000030517578,111.9800033569336,199.6884307861328,168.66311645507812,956.6749267578125,127.5934066772461,108.02200317382812
2024-03-12,172.41586303710938,412.1335144042969,137.99974060058594,175.38999938964844,91.89126586914062,498.3764953613281,177.5399932861328,60.029998779296875,579.1400146484375,48.53815460205078,202.75999450683594,44.77296829223633,611.0800170898438,69.87999725341797,110.43000030517578,203.22862243652344,170.594970703125,978.1603393554688,127.47106170654297,116.30000305175781
2024-03-13,170.3257598876953,411.95489501953125,139.2850799560547,176.55999755859375,90.86650085449219,494.20794677734375,169.47999572753906,62.45000076293945,573.5499877929688,48.57693099975586,194.7899932861328,42.78371810913086,609.4500122070312,68.44000244140625,106.51000213623047,198.8851776123047,166.81996154785156,962.7469482421875,124.1152572631836,118.80699920654297
2024-03-14,172.18695068359375,421.9981689453125,142.5831298828125,178.75,87.9231948852539,490.4782409667969,162.5,63.0,570.4500122070312,48.266719818115234,187.05999755859375,42.30867385864258,613.010009765625,67.26000213623047,103.45999908447266,199.0736083984375,166.03146362304688,953.802978515625,124.54939270019531,113.01100158691406
2024-03-15,171.80874633789062,413.2648620605469,140.6700439453125,174.4199981689453,87.81622314453125,482.76947021484375,163.57000732421875,62.849998474121094,492.4599914550781,47.43302917480469,191.05999755859375,42.199806213378906,605.8800048828125,65.95999908447266,103.8499984741211,196.9911346435547,164.7993927001953,934.3548583984375,121.9079818725586,106.88300323486328
2024-03-18,172.90357971191406,414.15802001953125,147.14657592773438,174.47999572753906,88.43407440185547,495.6141052246094,173.8000030517578,64.2300033569336,513.8599853515625,47.76262283325195,190.64999389648438,42.26908493041992,618.3900146484375,66.2300033569336,104.26000213623047,199.0537567138672,164.52342224121094,935.4778442382812,122.07966613769531,100.06800079345703
2024-03-19,175.25250244140625,418.2170715332031,146.49893188476562,175.89999389648438,89.37686157226562,494.8761291503906,171.32000732421875,63.0099983215332,521.1900024414062,47.63660430908203,181.4199981689453,41.61589813232422,620.739990234375,66.52999877929688,105.11000061035156,199.65866088867188,161.743896484375,945.98193359375,122.15565490722656,91.09700012207031
2024-03-20,177.83030700683594,422.0081481933594,148.2027587890625,178.14999389648438,90.35062408447266,504.130615234375,175.66000366210938,65.05000305175781,519.1400146484375,48.034061431884766,179.72999572753906,41.76435470581055,627.6900024414062,66.86000061035156,103.08000183105469,203.34759521484375,165.2626495361328,964.87353515625,126.44034576416016,89.64700317382812
2024-03-21,170.5646209716797,426.11676025390625,147.06687927246094,178.14999389648438,91.41336822509766,506.3644714355469,172.82000732421875,66.13999938964844,511.25,48.35396194458008,178.67999267578125,41.98208236694336,622.7100219726562,66.54000091552734,104.08999633789062,209.03968811035156,168.39700317382812,984.6198120117188,133.57492065429688,97.16100311279297
2024-03-22,171.4703369140625,425.4915466308594,150.22543334960938,178.8699951171875,94.26669311523438,508.1794738769531,170.8300018310547,64.7699966430664,499.5199890136719,48.257022857666016,179.64999389648438,42.13053512573242,628.010009765625,65.95999908447266,105.43000030517578,208.49424743652344,167.65777587890625,973.8573608398438,134.116943359375,97.27400207519531
2024-03-25,170.0470733642578,419.6560363769531,149.5279541015625,179.7100067138672,94.97952270507812,501.6374816894531,172.6300048828125,66.0,507.2300109863281,48.16008758544922,178.6300048828125,41.39817428588867,627.4600219726562,66.70999908447266,110.37999725341797,206.71923828125,165.1148223876953,972.833740234375,133.92967224121094,104.27899932861328
2024-03-26,168.9124298095703,418.4552001953125,150.1257781982422,178.3000030517578,92.53910064697266,494.527099609375,177.6699981689453,66.66999816894531,507.6000061035156,48.034061431884766,177.8699951171875,41.556522369384766,629.239990234375,66.3499984741211,107.41000366210938,204.9441680908203,164.67127990722656,965.2511596679688,131.9389190673828,102.50599670410156
2024-03-27,172.49549865722656,418.2369079589844,150.32504272460938,179.8300018310547,90.22865295410156,492.502685546875,179.8300018310547,66.56999969482422,504.3999938964844,48.24732971191406,179.58999633789062,43.318145751953125,613.530029296875,66.62000274658203,110.58999633789062,206.2630615234375,166.70169067382812,967.9443359375,130.67453002929688,102.3290023803711
2024-03-28,170.67410278320312,417.53228759765625,150.3848419189453,180.3800048828125,90.33462524414062,484.2453918457031,175.7899932861328,66.98999786376953,504.6000061035156,48.38304901123047,180.49000549316406,43.714012145996094,607.3300170898438,65.37000274658203,106.55999755859375,204.5078582763672,166.86924743652344,964.4263916015625,131.33644104003906,101.00299835205078
2024-04-01,169.23092651367188,421.3531188964844,154.92837524414062,180.97000122070312,90.34162139892578,489.99957275390625,175.22000122070312,65.02999877929688,502.0899963378906,48.509071350097656,183.33999633789062,44.060401916503906,614.3099975585938,64.7300033569336,105.5999984741211,206.94729614257812,169.25450134277344,986.7664184570312,133.7988739013672,103.71499633789062
2024-04-02,168.0465087890625,418.246826171875,154.00172424316406,180.69000244140625,89.43083953857422,496.0030212402344,166.6300048828125,64.66000366210938,499.2099914550781,47.84987258911133,178.6999969482422,43.48638916015625,614.2100219726562,63.779998779296875,103.61000061035156,204.38885498046875,168.58424377441406,960.6898193359375,132.65931701660156,100.99099731445312
2024-04-03,168.85269165039062,417.26434326171875,154.3604278564453,182.41000366210938,88.94295501708984,505.3472595214844,168.3800048828125,65.33999633789062,497.010009765625,47.634864807128906,180.77000427246094,39.913658142089844,630.0800170898438,63.220001220703125,101.20999908447266,205.64825439453125,171.41305541992188,974.1653442382812,135.0821075439453,101.55699920654297
2024-04-04,168.02662658691406,414.7138366699219,149.98629760742188,180.0,85.88467407226562,509.5157775878906,171.11000061035156,64.54000091552734,487.1099853515625,47.01914978027344,165.8300018310547,39.31985092163086,617.1400146484375,63.279998779296875,102.2699966430664,201.69154357910156,167.32264709472656,947.4725952148438,130.55262756347656,95.79900360107422
2024-04-05,168.78302001953125,422.2959289550781,151.9491729736328,185.07000732421875,87.9871826171875,525.890625,164.89999389648438,65.1500015258789,485.1199951171875,47.44916915893555,170.4199981689453,38.31037902832031,636.1799926757812,62.939998626708984,102.87999725341797,206.11431884765625,169.06723022460938,973.4498291015625,132.72569274902344,94.802001953125
2024-04-08,167.65834045410156,421.3729553222656,154.2906951904297,185.19000244140625,87.11238861083984,517.8229370117188,172.97999572753906,66.33999633789062,484.2799987792969,47.146202087402344,169.89999389648438,37.58791732788086,628.4099731445312,63.0099983215332,105.08999633789062,207.2943572998047,171.12722778320312,976.5902099609375,132.39573669433594,92.8499984741211
2024-04-09,168.8726043701172,423.0501708984375,156.03436279296875,185.6699981689453,85.33380126953125,515.4793701171875,176.8800048828125,67.0,492.54998779296875,48.876068115234375,170.77999877929688,37.93430709838867,618.2000122070312,63.849998474121094,111.5999984741211,208.65293884277344,173.04922485351562,983.6658325195312,132.19558715820312,90.41999816894531
2024-04-10,166.99148559570312,420.05303955078125,155.57603454589844,185.9499969482422,87.0184097290039,518.4013061523438,171.75999450683594,65.87999725341797,487.2200012207031,48.094207763671875,167.13999938964844,36.81596755981445,618.5800170898438,62.220001220703125,107.13999938964844,207.50262451171875,168.40684509277344,968.5405883789062,131.03521728515625,90.85399627685547
2024-04-11,174.2173614501953,424.6876525878906,158.834228515625,189.0500030517578,90.59456634521484,521.7221069335938,174.60000610351562,65.80000305175781,484.2799987792969,48.40694808959961,170.5,37.24153137207031,628.780029296875,62.52000045776367,107.01000213623047,211.20147705078125,172.61553955078125,986.0011596679688,136.98960876464844,93.72799682617188
2024-04-12,175.72027587890625,418.7033386230469,157.16029357910156,186.1300048828125,88.1651382446289,510.49310302734375,171.0500030517578,64.58999633789062,474.0899963378906,47.390533447265625,163.27999877929688,35.321556091308594,622.8300170898438,61.630001068115234,105.13999938964844,206.12423706054688,168.83067321777344,955.85009765625,133.1855010986328,89.8489990234375
2024-04-15,171.87841796875,410.5059509277344,154.3006591796875,183.6199951171875,85.98065185546875,498.85516357421875,161.47999572753906,63.5099983215332,470.1000061035156,47.146202087402344,160.32000732421875,35.935157775878906,607.1500244140625,60.2400016784668,103.86000061035156,203.96241760253906,167.4014892578125,948.8738403320312,129.87783813476562,88.2750015258789
2024-04-16,168.583984375,411.43878173828125,153.84230041503906,183.32000732421875,87.39432525634766,498.3864440917969,157.11000061035156,63.43000030517578,476.2200012207031,46.83345413208008,163.4600067138672,35.88566970825195,617.52001953125,59.279998779296875,103.79000091552734,207.73069763183594,166.1595916748047,970.836181640625,131.69813537597656,97.62999725341797
2024-04-17,167.21046447753906,408.7195739746094,154.908447265625,181.27999877929688,84.01512145996094,492.81182861328125,155.4499969482422,63.2599983215332,474.45001220703125,46.70640563964844,154.02000427246094,35.31166076660156,613.6900024414062,59.08000183105469,103.44000244140625,198.2207794189453,161.96075439453125,901.9578247070312,127.09732818603516,96.00800323486328
2024-04-18,166.2549591064453,401.2069091796875,155.44650268554688,179.22000122070312,84.65097045898438,500.42083740234375,149.92999267578125,62.099998474121094,473.17999267578125,47.01914978027344,155.0800018310547,34.67826843261719,610.5599975585938,59.939998626708984,102.0,192.6973114013672,159.12210083007812,883.4935913085938,124.75481414794922,92.8479995727539
2024-04-19,164.2245635986328,396.095947265625,153.53343200683594,174.6300048828125,76.18197631835938,479.7478332519531,147.0500030517578,62.310001373291016,465.0199890136719,47.22438430786133,146.63999938964844,33.84694290161133,555.0399780273438,59.45000076293945,101.41000366210938,188.185302734375,155.36680603027344,854.187255859375,119.37614440917969,71.36499786376953
2024-04-22,165.06060791015625,397.9219970703125,155.7154998779297,177.22999572753906,79.49919128417969,480.406005859375,142.0500030517578,63.189998626708984,466.8900146484375,47.048465728759766,148.63999938964844,34.054771423339844,554.5999755859375,59.540000915527344,104.45999908447266,187.8778839111328,157.88018798828125,866.6192626953125,121.33319091796875,71.7020034790039
2024-04-23,166.11563110351562,404.48193359375,157.6883544921875,179.5399932861328,82.40350341796875,494.73651123046875,144.67999267578125,64.43000030517578,472.8999938964844,47.22438430786133,152.27000427246094,33.92611312866211,577.75,61.619998931884766,107.88999938964844,191.62632751464844,159.0334014892578,895.9555053710938,123.7837142944336,76.18599700927734
2024-04-24,168.2256622314453,405.96063232421875,158.55523681640625,176.58999633789062,79.65814971923828,492.1436462402344,162.1300048828125,64.83999633789062,477.1199951171875,47.253700256347656,151.74000549316406,34.14384078979492,555.1199951171875,61.650001525878906,108.8499984741211,194.4227752685547,161.28065490722656,886.7631225585938,124.53977966308594,75.47200012207031
2024-04-25,169.09158325195312,396.0166015625,155.4365234375,173.6699981689453,82.61246490478516,440.1669006347656,170.17999267578125,64.0999984741211,473.44000244140625,47.00937271118164,153.75999450683594,34.74754333496094,564.7999877929688,61.040000915527344,106.18000030517578,195.85073852539062,160.9553985595703,896.8895874023438,128.26560974121094,78.73999786376953
2024-04-26,168.50433349609375,403.2414245605469,171.3289337158203,179.6199951171875,87.71424865722656,442.0716857910156,168.2899932861328,65.95999908447266,477.55999755859375,46.774818420410156,157.39999389648438,31.55088996887207,561.22998046875,62.0,107.97000122070312,201.681640625,163.28150939941406,915.1463012695312,133.1855010986328,85.74400329589844
2024-04-29,172.6846160888672,399.2022399902344,165.54986572265625,180.9600067138672,87.73623657226562,431.43096923828125,194.0500030517578,66.98999786376953,473.07000732421875,46.69662857055664,160.1999969482422,31.036256790161133,559.489990234375,63.31999969482422,111.62000274658203,203.5459442138672,166.7706756591797,905.984619140625,132.6454315185547,89.03500366210938
2024-04-30,169.5294952392578,386.380126953125,162.19204711914062,175.0,86.38156127929688,428.98773193359375,183.27999877929688,67.91999816894531,462.8299865722656,45.91476821899414,158.3800048828125,30.155445098876953,550.6400146484375,61.099998474121094,110.30999755859375,196.9911346435547,163.46878051757812,868.8397827148438,128.8452911376953,85.87999725341797
2024-05-01,168.50433349609375,391.9476013183594,163.2681427001953,179.0,83.02135467529297,437.9829406738281,179.99000549316406,66.13999938964844,469.3900146484375,45.77794647216797,144.27000427246094,30.05647850036621,551.7100219726562,61.61000061035156,111.45999908447266,192.3700714111328,161.75376892089844,849.29150390625,123.15647888183594,73.83000183105469
2024-05-02,172.21682739257812,394.8256530761719,166.01815795898438,184.72000122070312,85.79669952392578,440.466064453125,180.00999450683594,66.9800033569336,476.57000732421875,45.72907638549805,146.16000366210938,30.195032119750977,565.1500244140625,62.83000183105469,125.58999633789062,196.25733947753906,177.51419067382812,866.658935546875,122.73136901855469,76.25199890136719
2024-05-03,182.51817321777344,403.5788269042969,166.6359405517578,186.2100067138672,88.76799774169922,450.7178039550781,181.19000244140625,65.69999694824219,486.17999267578125,46.05159378051758,150.60000610351562,30.58100700378418,579.3400268554688,61.81999969482422,125.0,202.38571166992188,177.060791015625,897.8784790039062,126.64942932128906,78.2699966430664
2024-05-06,180.8560333251953,410.40667724609375,167.4928436279297,188.6999969482422,92.11820220947266,464.4001159667969,184.75999450683594,65.61000061035156,493.5899963378906,46.04182434082031,155.77999877929688,30.774776458740234,596.969970703125,61.81999969482422,122.12999725341797,207.11587524414062,179.23907470703125,913.1048583984375,129.84017944335938,83.03500366210938
2024-05-07,181.54278564453125,406.238525390625,170.63143920898438,188.75999450683594,90.53257751464844,466.95306396484375,177.80999755859375,65.91999816894531,492.2699890136719,46.20796585083008,154.42999267578125,30.486604690551758,606.0,62.13999938964844,121.06999969482422,205.58876037597656,177.56344604492188,904.4410400390625,129.126708984375,81.92900085449219
2024-05-08,181.88119506835938,407.4294128417969,168.76821899414062,188.0,90.39060974121094,471.30108642578125,174.72000122070312,63.810001373291016,488.1000061035156,46.911643981933594,153.6199951171875,29.81089210510254,609.469970703125,61.22999954223633,121.88999938964844,205.62841796875,177.9577178955078,907.677490234375,131.3324737548828,82.26399993896484
2024-05-09,183.70260620117188,409.1959533691406,169.3461151123047,189.5,88.72601318359375,474.11334228515625,171.97000122070312,64.44999694824219,482.6499938964844,46.70640563964844,152.38999938964844,29.90032386779785,612.0900268554688,61.130001068115234,122.69000244140625,204.60699462890625,177.94786071777344,909.7388916015625,129.38037109375,79.97000122070312
2024-05-10,182.4368438720703,411.5976257324219,168.04083251953125,187.47999572753906,89.85673522949219,474.8912048339844,168.47000122070312,62.93000030517578,482.2900085449219,46.97028350830078,151.9199981689453,29.66183853149414,610.8699951171875,61.970001220703125,117.30999755859375,207.97860717773438,179.46575927734375,926.419189453125,132.0687255859375,79.8499984741211
2024-05-13,185.65603637695312,410.5853576660156,168.52908325195312,186.57000732421875,90.37762451171875,466.7237548828125,171.88999938964844,63.95000076293945,483.1099853515625,47.57622146606445,150.55999755859375,30.317676544189453,616.5900268554688,63.11000061035156,125.66999816894531,204.9044952392578,181.56517028808594,913.4235229492188,132.53546142578125,78.2760009765625
2024-05-14,186.8021697998047,413.40380859375,169.7247314453125,187.07000732421875,91.33439636230469,470.55316162109375,177.5500030517578,64.58000183105469,475.95001220703125,47.8400993347168,153.16000366210938,30.854272842407227,613.6599731445312,63.529998779296875,128.32000732421875,208.06787109375,186.2568359375,911.2227172851562,136.74880981445312,82.23699951171875
2024-05-15,189.08450317382812,420.6317443847656,171.88690185546875,185.99000549316406,94.60760498046875,480.216552734375,173.99000549316406,63.900001525878906,485.3500061035156,48.54377365112305,159.6699981689453,31.072887420654297,613.52001953125,63.810001373291016,129.05999755859375,215.673828125,191.81585693359375,933.51953125,142.31178283691406,95.23600006103516
2024-05-16,189.2041015625,418.5538635253906,173.5508575439453,183.6300048828125,94.33667755126953,471.92938232421875,174.83999633789062,64.0999984741211,482.8800048828125,47.24393081665039,162.6199951171875,31.828094482421875,610.52001953125,63.959999084472656,132.67999267578125,212.2427215576172,190.49510192871094,915.7139282226562,139.92962646484375,90.44000244140625
2024-05-17,189.2340087890625,417.7783508300781,175.424072265625,184.6999969482422,92.45712280273438,470.6130065917969,177.4600067138672,64.4800033569336,483.42999267578125,47.077781677246094,164.47000122070312,31.629356384277344,621.0999755859375,64.16000366210938,132.89999389648438,210.3090057373047,191.07662963867188,921.121337890625,138.2609405517578,88.78900146484375
2024-05-20,190.4000701904297,422.8786315917969,176.28097534179688,183.5399932861328,94.75758361816406,467.55145263671875,174.9499969482422,64.7699966430664,484.69000244140625,46.061370849609375,166.3300018310547,31.897653579711914,640.8200073242188,64.08999633789062,141.00999450683594,218.11326599121094,194.92062377929688,935.5311279296875,140.117919921875,90.39399719238281
2024-05-21,191.70570373535156,426.5572814941406,177.20761108398438,183.14999389648438,95.36344146728516,463.3529968261719,186.60000610351562,64.0999984741211,481.8500061035156,45.875675201416016,164.66000366210938,31.5399227142334,650.6099853515625,63.86000061035156,143.69000244140625,217.96453857421875,197.96627807617188,921.420166015625,138.6483917236328,89.8949966430664
2024-05-22,190.26055908203125,428.0286865234375,175.742919921875,183.1300048828125,94.92753601074219,466.4943542480469,180.11000061035156,62.189998626708984,483.92999267578125,46.35456848144531,165.52000427246094,31.221940994262695,640.469970703125,64.37999725341797,163.3300018310547,216.7227020263672,200.01638793945312,918.4923095703125,137.95870971679688,87.3270034790039
2024-05-23,186.2540283203125,424.5290832519531,172.92315673828125,181.0500030517578,103.77445220947266,464.49981689453125,173.74000549316406,61.58000183105469,483.30999755859375,45.54338455200195,160.42999267578125,29.8903865814209,635.6699829101562,62.41999816894531,164.00999450683594,216.52401733398438,198.86318969726562,930.3627319335938,138.06275939941406,84.73799896240234
2024-05-24,189.3436279296875,427.6707763671875,174.3579559326172,180.75,106.44380950927734,476.9056396484375,179.24000549316406,61.63999938964844,475.42999267578125,45.367469787597656,166.36000061035156,30.526351928710938,646.75,63.0099983215332,166.61000061035156,219.4447784423828,207.3397216796875,952.2413330078125,139.50453186035156,88.38800048828125
2024-05-28,189.35360717773438,427.8298645019531,175.76284790039062,182.14999389648438,113.87405395507812,478.6009826660156,176.75,62.16999816894531,478.42999267578125,45.23064041137695,171.61000061035156,30.86421012878418,649.0,62.060001373291016,153.1999969482422,219.87196350097656,210.02066040039062,987.7230834960938,139.96133422851562,87.47200012207031
2024-05-29,189.652587890625,426.6864929199219,175.26463317871094,182.02000427246094,114.79783630371094,473.0562438964844,176.19000244140625,61.04999923706055,477.6000061035156,45.035179138183594,165.13999938964844,29.94007110595703,654.6199951171875,61.36000061035156,147.9199981689453,217.61680603027344,205.26988220214844,953.8944702148438,137.8031463623047,83.97200012207031
